theta_power,alpha_power,beta_power,theta_rel_power,alpha_rel_power,beta_rel_power,alpha_beta_ratio,beta_alpha_ratio,theta_beta_ratio,dataset,subject,condition,segment_id,sfreq,source_file,mat_variable
16.740114546195123,19.994140747517935,21.71992944135298,0.11393069303732983,0.16480294894121816,0.17824655693083113,0.9205435405075394,1.0863147216790598,0.7707260095570354,alpha_waves,subject_01,eyes_closed,subject_01_eyes_closed_0,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_01.mat,SIGNAL
229.2557322902823,65.41846818626922,46.757576493179684,0.11980947653166607,0.14015590434654362,0.1820517837374973,1.3990987791210718,0.7147458170381462,4.903071319868725,alpha_waves,subject_01,eyes_closed,subject_01_eyes_closed_1,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_01.mat,SIGNAL
35.93828674425078,30.275199305141367,32.71749598557283,0.11984259834397132,0.1373047971689274,0.20711263127789237,0.9253519682096285,1.0806698795213425,1.0984424590468993,alpha_waves,subject_01,eyes_closed,subject_01_eyes_closed_2,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_01.mat,SIGNAL
20.083121907704925,21.06139891650765,28.069117061278956,0.07534387129576958,0.12473783497813351,0.14812189794935737,0.7503406277627761,1.3327280477688221,0.7154881952239481,alpha_waves,subject_01,eyes_closed,subject_01_eyes_closed_3,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_01.mat,SIGNAL
17.58249997806115,14.106584001673673,25.27396032430383,0.10210376063510802,0.11087200845739659,0.18142850083663492,0.5581469552323388,1.791642847148779,0.695676488862446,alpha_waves,subject_01,eyes_closed,subject_01_eyes_closed_4,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_01.mat,SIGNAL
37.18082325195183,19.06981380049881,38.51543930295448,0.1318484598648484,0.06737914848171705,0.2026704870842287,0.49512128501246216,2.01970715109683,0.9653485439824324,alpha_waves,subject_01,eyes_open,subject_01_eyes_open_0,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_01.mat,SIGNAL
68.39301248231267,34.868208554571304,43.364405851405536,0.0672981824270474,0.05533019533552391,0.10163188718948053,0.8040743985759081,1.2436660112186668,1.5771693659696324,alpha_waves,subject_01,eyes_open,subject_01_eyes_open_1,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_01.mat,SIGNAL
51.00115962248487,23.35137192166795,35.36313644919878,0.0493594210991223,0.03742078800484864,0.07460061179138885,0.6603309057501986,1.5143922407566763,1.4422125621054454,alpha_waves,subject_01,eyes_open,subject_01_eyes_open_2,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_01.mat,SIGNAL
24.971549508236535,13.669232133210143,27.486445034471245,0.06765083735225379,0.06392204848604804,0.13913860262618669,0.4973081137290332,2.010825828883937,0.9085041545721303,alpha_waves,subject_01,eyes_open,subject_01_eyes_open_3,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_01.mat,SIGNAL
27.594456191117395,13.965807287884438,28.80075981430638,0.08611695007598862,0.04920723726117179,0.13756211788757064,0.4849110710248217,2.0622337986354315,0.9581155625418352,alpha_waves,subject_01,eyes_open,subject_01_eyes_open_4,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_01.mat,SIGNAL
7.1925157264015915,76.77434174239342,24.171850925489537,0.04743562904324185,0.44458276165124405,0.15250743345154888,3.1761879542882125,0.31484282869653,0.29755750805233916,alpha_waves,subject_02,eyes_closed,subject_02_eyes_closed_0,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_02.mat,SIGNAL
8.06074956335178,99.61428892126133,27.2473283279865,0.04187868055029201,0.4692147112115976,0.14108182235035183,3.65592867389281,0.2735283122838279,0.2958363281097201,alpha_waves,subject_02,eyes_closed,subject_02_eyes_closed_1,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_02.mat,SIGNAL
9.438338430709436,88.33550664021902,26.91101314403779,0.060160406411843774,0.43403146778775115,0.1525575040045078,3.282503938718737,0.30464548365181326,0.35072400954180266,alpha_waves,subject_02,eyes_closed,subject_02_eyes_closed_2,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_02.mat,SIGNAL
9.156414158414128,107.80286929189595,23.08637421859266,0.04890384200365373,0.5085143608068541,0.1301080354309222,4.669545259518145,0.21415361548570544,0.39661551319044264,alpha_waves,subject_02,eyes_closed,subject_02_eyes_closed_3,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_02.mat,SIGNAL
7.697680692967026,97.00356013690114,25.94394483327921,0.04546183446848065,0.46074245946715753,0.14669403941109785,3.7389672526773,0.2674535325988474,0.29670432705718075,alpha_waves,subject_02,eyes_closed,subject_02_eyes_closed_4,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_02.mat,SIGNAL
7.478606688862275,6.1447847006964516,16.358419415839222,0.12604555346180346,0.09326030176711389,0.2548171212779064,0.37563437790000176,2.662163153410809,0.4571717168237277,alpha_waves,subject_02,eyes_open,subject_02_eyes_open_0,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_02.mat,SIGNAL
10.262042917552392,8.21892480146522,18.763457556210984,0.11620736783813138,0.10076253665873919,0.2400785720214305,0.43802826727658184,2.2829576872225017,0.5469164138224065,alpha_waves,subject_02,eyes_open,subject_02_eyes_open_1,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_02.mat,SIGNAL
15.703041731028353,7.388055201277471,16.651964142485333,0.0840975752028745,0.08703850097414532,0.21665711836757845,0.4436747003572606,2.2539035901631843,0.9430143853698995,alpha_waves,subject_02,eyes_open,subject_02_eyes_open_2,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_02.mat,SIGNAL
16.596791795251796,8.471255902125021,16.835527926054226,0.07951242175239799,0.06696684199005823,0.14747760869984983,0.5031773247225959,1.9873709542677176,0.9858195043332172,alpha_waves,subject_02,eyes_open,subject_02_eyes_open_3,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_02.mat,SIGNAL
15.132500926576961,8.134252275670116,19.213353520104754,0.07154439879980606,0.06585654571277734,0.18275801007808837,0.4233645244261005,2.3620306905860695,0.7876033150975754,alpha_waves,subject_02,eyes_open,subject_02_eyes_open_4,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_02.mat,SIGNAL
12.198311940590322,74.53061785214655,19.357567788954714,0.08527667446575037,0.46566003454754057,0.14580493403310057,3.85020570067017,0.25972638288543237,0.6301572632254947,alpha_waves,subject_03,eyes_closed,subject_03_eyes_closed_0,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_03.mat,SIGNAL
16.720445740662683,65.07531701141198,20.162687897466924,0.1250656198947976,0.3915913223289361,0.1454865296310237,3.2275119935563894,0.3098361840316624,0.8292766235181608,alpha_waves,subject_03,eyes_closed,subject_03_eyes_closed_1,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_03.mat,SIGNAL
12.05963900847039,34.37202829153776,15.095181410854554,0.0998548482562803,0.29711859281567243,0.1268722989387766,2.277019888400907,0.4391705162936364,0.798906530516938,alpha_waves,subject_03,eyes_closed,subject_03_eyes_closed_2,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_03.mat,SIGNAL
10.219296579914484,16.025367927761096,13.87056808562943,0.12912496104545743,0.22844250951460277,0.17438728356317,1.1553505111562796,0.8655381984459949,0.7367612138756903,alpha_waves,subject_03,eyes_closed,subject_03_eyes_closed_3,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_03.mat,SIGNAL
13.55376291973612,37.4589521955901,13.530139786651496,0.14399075726980654,0.34172290765146596,0.14212538129295077,2.768556185394582,0.3611990991099849,1.0017459637118404,alpha_waves,subject_03,eyes_closed,subject_03_eyes_closed_4,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_03.mat,SIGNAL
14.259950435775929,8.181121466312451,13.97473098843217,0.12011367651181368,0.10553229097476405,0.18778748341236148,0.5854224652398627,1.7081681339134813,1.0204096556548268,alpha_waves,subject_03,eyes_open,subject_03_eyes_open_0,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_03.mat,SIGNAL
11.921621333273512,8.1422928257732,12.787908561428129,0.11610416667748291,0.1014402642977778,0.15427155999679312,0.6367180987149041,1.570553753722583,0.9322573176063745,alpha_waves,subject_03,eyes_open,subject_03_eyes_open_1,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_03.mat,SIGNAL
12.835382729609114,8.388915614818204,14.726589862450663,0.11933396897427308,0.11340547090733137,0.18321741135924374,0.5696441398295062,1.755481940530647,0.871578746301304,alpha_waves,subject_03,eyes_open,subject_03_eyes_open_2,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_03.mat,SIGNAL
23.020179521809137,14.167349159181295,18.844654747045247,0.14885606418174854,0.12449527938931754,0.1670615503577224,0.7517966951027276,1.3301468422433456,1.2215760824919,alpha_waves,subject_03,eyes_open,subject_03_eyes_open_3,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_03.mat,SIGNAL
10.920078234780853,7.053761209637521,12.952283118065132,0.12018119571162578,0.10588045622812219,0.17619058710026225,0.54459597163984,1.836223644821808,0.8431006437428228,alpha_waves,subject_03,eyes_open,subject_03_eyes_open_4,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_03.mat,SIGNAL
4.578849015706533,6.89262878410577,18.70146857147074,0.08819800207969161,0.1316627623223614,0.34524057537368047,0.36856083027726333,2.7132563144258035,0.24483900813497417,alpha_waves,subject_04,eyes_closed,subject_04_eyes_closed_0,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_04.mat,SIGNAL
5.835431541504772,13.099406436282484,16.217000648753256,0.09087092716925786,0.21077078482958356,0.27023244109372635,0.8077576563017986,1.237995074634411,0.35983420534382443,alpha_waves,subject_04,eyes_closed,subject_04_eyes_closed_1,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_04.mat,SIGNAL
6.485519700082293,9.722564351818711,14.939644710131404,0.09270094919382367,0.1428368444958064,0.23876081286186968,0.6507895295009692,1.5365950966768602,0.4341147213282567,alpha_waves,subject_04,eyes_closed,subject_04_eyes_closed_2,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_04.mat,SIGNAL
6.059790277698301,10.563187288264725,14.969980224174343,0.11241376577902022,0.19794736347091324,0.2906927243508582,0.7056246655026308,1.4171840199031565,0.40479614448068646,alpha_waves,subject_04,eyes_closed,subject_04_eyes_closed_3,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_04.mat,SIGNAL
10.089031298186907,14.307437133276673,15.01000878724813,0.12192675729457832,0.17812252227953435,0.20889089196865346,0.9531931217409223,1.049105346221396,0.6721535903934612,alpha_waves,subject_04,eyes_closed,subject_04_eyes_closed_4,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_04.mat,SIGNAL
13.304419072195978,6.780244052094375,16.668691810411335,0.11330118231022923,0.08186342705621083,0.22031275293661307,0.40676521764347456,2.4584206235555817,0.7981681600163238,alpha_waves,subject_04,eyes_open,subject_04_eyes_open_0,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_04.mat,SIGNAL
11.751846590910361,7.150307073698936,14.823254445753232,0.11217503839064924,0.08694475728229517,0.2139772801283765,0.48237093277090515,2.0730934060546464,0.7927980076113715,alpha_waves,subject_04,eyes_open,subject_04_eyes_open_1,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_04.mat,SIGNAL
11.742930472145455,6.17427755254895,15.657835626257572,0.1208692079697119,0.09585890477519687,0.25415432981739,0.3943250970264712,2.535978580974377,0.749971500048977,alpha_waves,subject_04,eyes_open,subject_04_eyes_open_2,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_04.mat,SIGNAL
12.771953363790175,6.116930373230859,15.103352420683368,0.1014642371557308,0.07278585676696245,0.2046413156367652,0.40500480971718505,2.4691064797429703,0.8456369823098816,alpha_waves,subject_04,eyes_open,subject_04_eyes_open_3,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_04.mat,SIGNAL
12.92536898134273,7.565017391211778,16.827502311151648,0.11048383458720475,0.08687577591500642,0.2274646901395293,0.44956270106692925,2.2243838237170217,0.7681097730574237,alpha_waves,subject_04,eyes_open,subject_04_eyes_open_4,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_04.mat,SIGNAL
7.7364187016996535,51.32585886671153,27.10154327241338,0.06742307382069453,0.40813851690063707,0.23456340910402562,1.8938352827661349,0.5280290261248825,0.2854604486518027,alpha_waves,subject_05,eyes_closed,subject_05_eyes_closed_0,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_05.mat,SIGNAL
6.990826927455636,54.03015886545684,30.462261445570977,0.05558578979225826,0.3966140932007595,0.23526050300315357,1.7736752395088748,0.5638010712022149,0.22949139675484695,alpha_waves,subject_05,eyes_closed,subject_05_eyes_closed_1,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_05.mat,SIGNAL
17.21562305575567,108.51460139437248,38.208402488088595,0.08472477721237742,0.4866491192453749,0.18462913272313658,2.8400716682200695,0.352103790615497,0.4505716526913723,alpha_waves,subject_05,eyes_closed,subject_05_eyes_closed_2,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_05.mat,SIGNAL
12.955179490335087,73.053534446587,27.761580923185683,0.091579753212426,0.44987790509545633,0.19600412671823428,2.6314616105155646,0.3800169441970416,0.46665856408468526,alpha_waves,subject_05,eyes_closed,subject_05_eyes_closed_3,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_05.mat,SIGNAL
9.794023600138619,63.737181604112834,36.99890492111757,0.06234893704277603,0.3792646661263146,0.23252897371899656,1.7226775154562033,0.5804917002908319,0.2647111751285454,alpha_waves,subject_05,eyes_closed,subject_05_eyes_closed_4,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_05.mat,SIGNAL
10.872570730445862,7.470468103776964,16.812399169378963,0.1597293408288326,0.12106203762134435,0.27486415259069474,0.444342775145546,2.250514818593041,0.6466995353196126,alpha_waves,subject_05,eyes_open,subject_05_eyes_open_0,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_05.mat,SIGNAL
10.730176648365095,19.44695916424216,20.8270235135939,0.10084530672211436,0.21482208671984332,0.2564498126431995,0.9337368420191249,1.0709655601009462,0.5152045198086487,alpha_waves,subject_05,eyes_open,subject_05_eyes_open_1,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_05.mat,SIGNAL
8.123748490713927,13.19943268836803,20.060192786483416,0.10032641948509927,0.16664519805295425,0.27071131916255875,0.6579913178731347,1.5197768919386887,0.4049686150667164,alpha_waves,subject_05,eyes_open,subject_05_eyes_open_2,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_05.mat,SIGNAL
9.756638505443469,10.995842375461294,17.49596798600064,0.11501654243405383,0.15240485853971866,0.25951699010083334,0.628478652010507,1.5911439422816447,0.5576506834745962,alpha_waves,subject_05,eyes_open,subject_05_eyes_open_3,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_05.mat,SIGNAL
14.013109154314954,11.192138913199031,19.832128022125584,0.09879176068331122,0.115743130842578,0.20179610726829605,0.5643438213343536,1.7719694310383811,0.7065862593605998,alpha_waves,subject_05,eyes_open,subject_05_eyes_open_4,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_05.mat,SIGNAL
7.666722762379838,15.415486240050681,16.343517344135726,0.11217314271252225,0.24703227952345483,0.2682572745277592,0.9432171738466704,1.0602012216567573,0.4690987013961406,alpha_waves,subject_06,eyes_closed,subject_06_eyes_closed_0,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_06.mat,SIGNAL
5.9019161265768805,10.568493395198312,17.226637697833475,0.10478231782735278,0.20333651226055555,0.3260486890017957,0.6134971652957475,1.6299993815257143,0.34260406645220143,alpha_waves,subject_06,eyes_closed,subject_06_eyes_closed_1,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_06.mat,SIGNAL
6.374134916518596,10.369683609191753,16.518855350969204,0.10349271674773551,0.1963359485142987,0.30813739414107744,0.6277483148118196,1.5929951166808207,0.385870254390491,alpha_waves,subject_06,eyes_closed,subject_06_eyes_closed_2,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_06.mat,SIGNAL
8.28942040084914,10.554003114520713,15.278550296218384,0.1405603065724524,0.20789976730854998,0.29319079361257794,0.6907725477810718,1.4476545184259004,0.5425528103212989,alpha_waves,subject_06,eyes_closed,subject_06_eyes_closed_3,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_06.mat,SIGNAL
7.097115541836554,10.830263001397448,25.333700733192096,0.078334129168852,0.1467331327878887,0.31152182258524874,0.42750418170083065,2.339158405471862,0.2801452348624955,alpha_waves,subject_06,eyes_closed,subject_06_eyes_closed_4,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_06.mat,SIGNAL
12.102439812536925,7.537510147183676,21.832006232945798,0.12806773261711163,0.1033545577282032,0.28478247203803464,0.3452504578259409,2.8964480055924353,0.5543439152318063,alpha_waves,subject_06,eyes_open,subject_06_eyes_open_0,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_06.mat,SIGNAL
9.296507440271743,8.438610444784839,16.93789469104032,0.12421320360942857,0.1386119533582284,0.27750823892874393,0.49820893320632903,2.007190022796482,0.5488584980510471,alpha_waves,subject_06,eyes_open,subject_06_eyes_open_1,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_06.mat,SIGNAL
15.212709953231826,7.556501271281539,17.84488516735626,0.13179546451639135,0.09534828085593808,0.22417145822931311,0.42345474349727186,2.3615274485790576,0.8524969373890768,alpha_waves,subject_06,eyes_open,subject_06_eyes_open_2,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_06.mat,SIGNAL
11.283651138506169,7.868775713379815,17.469487013337986,0.14483583335706873,0.12187305547233106,0.2565665869656936,0.4504296953523329,2.2201022941384907,0.6459062667318414,alpha_waves,subject_06,eyes_open,subject_06_eyes_open_3,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_06.mat,SIGNAL
13.599693984380025,7.022077912688889,18.51014848520947,0.12376236393626845,0.09225007876364803,0.22763061452123984,0.37936367276035093,2.635993037297266,0.7347155532137478,alpha_waves,subject_06,eyes_open,subject_06_eyes_open_4,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_06.mat,SIGNAL
11.337870953266803,114.84695076229208,48.15352797320354,0.049664540797028395,0.38280564406320916,0.15843744381066,2.3850163341344315,0.419284340190018,0.23545255000995696,alpha_waves,subject_08,eyes_closed,subject_08_eyes_closed_0,512.0,/Users/anders/Library/CloudStorage/OneDrive-NTNU/Berkeley/2026Spring/NEU198/eeg-attention-analysis/data/alpha_waves/subject_08.mat,SIGNAL
